Symbol	GeneID	log2FoldChange	padj	pvalue	EnsemblGeneID
IFNA13	3447	1.5031976	1.3e-06	6.44e-07	ENSG00000233816
SIK1	150094	-1.7176582	1.33e-06	6.62e-07	ENSG00000142178
MSC	9242	-1.1617924	1.35e-06	6.73e-07	ENSG00000178860
NEK11	79858	1.0410804	1.36e-06	6.75e-07	ENSG00000114670
LRIG1	26018	1.1647692	1.37e-06	6.82e-07	ENSG00000144749
RAB2B	84932	1.0730657	1.39e-06	6.89e-07	ENSG00000129472
CCNA2	890	1.6131741	1.39e-06	6.91e-07	ENSG00000145386
DMKN	93099	1.9037768	1.41e-06	7.01e-07	ENSG00000161249
HOXB7	3217	1.4865085	1.42e-06	7.1e-07	ENSG00000260027
GINS1	9837	1.3850989	1.43e-06	7.11e-07	ENSG00000101003
ZNF236	7776	1.2438671	1.43e-06	7.13e-07	ENSG00000130856
TSEN15	116461	-1.0726408	1.47e-06	7.32e-07	ENSG00000198860
FAM78A	286336	1.3005566	1.49e-06	7.44e-07	ENSG00000126882
MYBL1	4603	-2.2240208	1.51e-06	7.54e-07	ENSG00000185697
PLAC8	51316	-2.2572778	1.52e-06	7.62e-07	ENSG00000145287
GABBR1	2550	1.3293192	1.54e-06	7.71e-07	ENSG00000204681
RESF1	55196	-1.2780376	1.56e-06	7.81e-07	ENSG00000174718
PATJ	10207	-1.0268893	1.58e-06	7.9e-07	ENSG00000132849
ARMC2	84071	1.2029761	1.58e-06	7.92e-07	ENSG00000118690
MT1E	4493	1.0570367	1.6e-06	8.01e-07	ENSG00000169715
SMAD9	4093	1.3771541	1.6e-06	8.03e-07	ENSG00000120693
INHBA	3624	-1.9893354	1.65e-06	8.28e-07	ENSG00000122641
PLIN2	123	1.3442681	1.66e-06	8.34e-07	ENSG00000147872
ZMYND8	23613	-1.1269142	1.71e-06	8.58e-07	ENSG00000101040
CSRP1	1465	1.2731318	1.74e-06	8.74e-07	ENSG00000159176
CYP26B1	56603	1.8223503	1.79e-06	9e-07	ENSG00000003137
ARMCX4	100131755	1.6370276	1.82e-06	9.13e-07	ENSG00000196440
CH25H	9023	-1.3214191	1.83e-06	9.21e-07	ENSG00000138135
CFAP45	25790	1.101421	1.84e-06	9.28e-07	ENSG00000213085
FAT3	120114	1.9838722	1.86e-06	9.36e-07	ENSG00000165323
SFMBT1	51460	-1.2295022	1.87e-06	9.42e-07	ENSG00000163935
CPSF2	53981	-1.3729901	1.88e-06	9.45e-07	ENSG00000165934
LIPE	3991	1.1372021	1.88e-06	9.45e-07	ENSG00000079435
HOXC8	3224	1.3647844	1.91e-06	9.65e-07	ENSG00000037965
IRF7	3665	1.2471295	1.92e-06	9.67e-07	ENSG00000185507
PHACTR1	221692	2.6285292	2e-06	1.01e-06	ENSG00000112137
ZFP36L2	678	1.2921802	2e-06	1.01e-06	ENSG00000152518
NUSAP1	51203	-1.6177935	2.02e-06	1.02e-06	ENSG00000137804
ASPA	443	-2.4245315	2.04e-06	1.03e-06	ENSG00000108381
BMF	90427	1.4677815	2.05e-06	1.04e-06	ENSG00000104081
GPR153	387509	1.3672175	2.11e-06	1.07e-06	ENSG00000158292
RILP	83547	1.0651138	2.14e-06	1.09e-06	ENSG00000167705
CCDC152	100129792	2.3429714	2.21e-06	1.12e-06	ENSG00000198865
NHSL1	57224	-2.6559515	2.25e-06	1.14e-06	ENSG00000135540
RUNX1	861	-2.1546893	2.3e-06	1.17e-06	ENSG00000159216
B3GALT2	8707	-2.0218851	2.32e-06	1.18e-06	ENSG00000162630
NEMP2	100131211	-1.3774555	2.43e-06	1.23e-06	ENSG00000189362
CDK20	23552	-1.1259144	2.47e-06	1.25e-06	ENSG00000156345
LRMDA	83938	1.7746304	2.5e-06	1.27e-06	ENSG00000148655
RDH5	5959	1.3541103	2.52e-06	1.28e-06	ENSG00000135437
MAPK13	5603	1.485133	2.57e-06	1.31e-06	ENSG00000156711
ZNF415	55786	1.222693	2.57e-06	1.31e-06	ENSG00000170954
ETAA1	54465	-1.5418368	2.57e-06	1.31e-06	ENSG00000143971
POU2F2	5452	1.9522112	2.7e-06	1.38e-06	ENSG00000028277
CLN6	54982	1.0372067	2.73e-06	1.39e-06	ENSG00000128973
COX7A1	1346	1.1317857	2.82e-06	1.44e-06	ENSG00000161281
HSP90AA1	3320	-1.2160751	2.92e-06	1.49e-06	ENSG00000080824
VILL	50853	-1.1075009	2.96e-06	1.51e-06	ENSG00000136059
LGALS9	3965	2.2092434	3.02e-06	1.54e-06	ENSG00000168961
GOLGA2	2801	-1.1569364	3.03e-06	1.55e-06	ENSG00000167110
MAPK10	5602	1.8498608	3.08e-06	1.57e-06	ENSG00000109339
CLCN2	1181	1.2981648	3.09e-06	1.58e-06	ENSG00000114859
NMB	4828	-1.6156588	3.13e-06	1.6e-06	ENSG00000197696
TLNRD1	59274	1.3871985	3.14e-06	1.61e-06	ENSG00000140406
MTFP1	51537	1.2764042	3.17e-06	1.62e-06	ENSG00000242114
FGF5	2250	1.0072195	3.2e-06	1.64e-06	ENSG00000138675
FBLN2	2199	1.210485	3.23e-06	1.66e-06	ENSG00000163520
LPAR2	9170	1.2131159	3.26e-06	1.67e-06	ENSG00000064547
HMGN3	9324	1.3573329	3.27e-06	1.67e-06	ENSG00000118418
PLTP	5360	1.0913083	3.42e-06	1.76e-06	ENSG00000100979
FIBIN	387758	1.4169846	3.45e-06	1.77e-06	ENSG00000176971
LOC101929937	101929937	1.0068793	3.45e-06	1.77e-06	NA
FAM167A	83648	-1.2644945	3.45e-06	1.77e-06	ENSG00000154319
BOLA1	51027	1.0609993	3.48e-06	1.79e-06	ENSG00000178096
ADPRH	141	1.5858235	3.53e-06	1.81e-06	ENSG00000144843
DEK	7913	-1.2257848	3.63e-06	1.87e-06	ENSG00000124795
PPP4R3B	57223	-1.0293478	3.64e-06	1.87e-06	ENSG00000275052
CRLF1	9244	2.1577699	3.69e-06	1.9e-06	ENSG00000006016
ZNF436	80818	-1.0967108	3.7e-06	1.9e-06	ENSG00000125945
DISC1	27185	-1.7011918	3.73e-06	1.92e-06	ENSG00000162946
EPDR1	54749	1.4616449	3.75e-06	1.93e-06	ENSG00000086289
HLA-DMA	3108	1.2724593	4e-06	2.06e-06	ENSG00000204257
SERTAD4	56256	-2.3917012	4.04e-06	2.09e-06	ENSG00000082497
PCDHB6	56130	1.3780107	4.06e-06	2.1e-06	ENSG00000113211
CCDC74A	90557	1.165752	4.08e-06	2.11e-06	ENSG00000163040
FAAP20	199990	-1.3713742	4.14e-06	2.15e-06	ENSG00000162585
CCDC24	149473	-1.2489567	4.14e-06	2.15e-06	ENSG00000159214
FAT1	2195	-1.2733399	4.16e-06	2.15e-06	ENSG00000083857
SEMA3C	10512	-1.396268	4.22e-06	2.19e-06	ENSG00000075223
NUAK1	9891	-1.2439243	4.35e-06	2.25e-06	ENSG00000074590
B4GALNT4	338707	-1.7899946	4.44e-06	2.3e-06	ENSG00000182272
C16orf74	404550	1.114248	4.46e-06	2.31e-06	ENSG00000154102
ANKRD16	54522	-1.3024194	4.5e-06	2.34e-06	ENSG00000134461
BDKRB2	624	-1.519547	4.56e-06	2.37e-06	ENSG00000168398
DDX60	55601	1.2267146	4.56e-06	2.37e-06	ENSG00000137628
FUT8	2530	1.098211	4.56e-06	2.37e-06	ENSG00000033170
MYLK	4638	-1.2421085	4.57e-06	2.38e-06	ENSG00000065534
TSPAN18	90139	1.9725017	4.68e-06	2.43e-06	ENSG00000157570
ZBTB14	7541	-1.0380364	4.78e-06	2.49e-06	ENSG00000198081
PRKAR2B	5577	-1.9468735	4.84e-06	2.52e-06	ENSG00000005249
DCLK1	9201	2.2494265	4.99e-06	2.6e-06	ENSG00000133083
IL17RD	54756	1.4288321	5.01e-06	2.61e-06	ENSG00000144730
CDHR5	53841	1.3414213	5.3e-06	2.77e-06	ENSG00000099834
SMIM43	132332	-1.6481729	5.33e-06	2.79e-06	ENSG00000164112
GLI4	2738	1.0614621	5.35e-06	2.8e-06	ENSG00000250571
OTUD3	23252	-1.0274896	5.38e-06	2.81e-06	ENSG00000169914
PTGS1	5742	1.3419806	5.69e-06	2.98e-06	ENSG00000095303
RSPH9	221421	-1.6936799	5.82e-06	3.05e-06	ENSG00000172426
H1-3	3007	1.4528935	5.82e-06	3.05e-06	ENSG00000124575
MPI	4351	1.0349067	5.89e-06	3.09e-06	ENSG00000178802
TM7SF2	7108	1.3829908	5.89e-06	3.09e-06	ENSG00000149809
GLUD2	2747	1.1592848	5.94e-06	3.12e-06	ENSG00000182890
PBX4	80714	1.1024306	6.06e-06	3.18e-06	ENSG00000105717
TPK1	27010	1.2608178	6.1e-06	3.2e-06	ENSG00000196511
DCHS1	8642	1.6603844	6.12e-06	3.22e-06	ENSG00000166341
C4B	721	-1.2313548	6.16e-06	3.23e-06	ENSG00000224389
ZNF174	7727	1.0702999	6.19e-06	3.25e-06	ENSG00000103343
MAP6	4135	1.0729182	6.25e-06	3.29e-06	ENSG00000171533
ZFP62	643836	-1.6270021	6.48e-06	3.41e-06	ENSG00000196670
MED26	9441	-1.0146378	6.49e-06	3.41e-06	ENSG00000105085
PRPF3	9129	-1.5595252	6.49e-06	3.42e-06	ENSG00000117360
NRSN2	80023	1.0071186	6.63e-06	3.49e-06	ENSG00000125841
ERAP2	64167	2.4308642	6.67e-06	3.52e-06	ENSG00000164308
MDGA1	266727	-1.1573531	6.75e-06	3.56e-06	ENSG00000112139
S1PR3	1903	1.5799365	6.86e-06	3.62e-06	ENSG00000213694
SAMD11	148398	1.8894702	7.12e-06	3.76e-06	ENSG00000187634
TNS3	64759	1.3403915	7.23e-06	3.82e-06	ENSG00000136205
N4BP2L2	10443	-1.2290876	7.58e-06	4.01e-06	ENSG00000244754
SPTBN2	6712	-1.1346772	7.68e-06	4.07e-06	ENSG00000173898
CPNE8	144402	-1.4441639	7.69e-06	4.08e-06	ENSG00000139117
CHST7	56548	1.2985168	7.88e-06	4.18e-06	ENSG00000147119
NDRG4	65009	1.4784161	7.94e-06	4.21e-06	ENSG00000103034
RASL10B	91608	-1.5377927	8.06e-06	4.27e-06	ENSG00000270885
SPHK1	8877	1.1309361	8.1e-06	4.3e-06	ENSG00000176170
MYH7B	57644	1.2519608	8.15e-06	4.33e-06	ENSG00000078814
PNPLA7	375775	1.3632308	8.28e-06	4.4e-06	ENSG00000130653
SLC25A28	81894	1.2019842	8.44e-06	4.49e-06	ENSG00000155287
RASL11A	387496	1.5639509	8.47e-06	4.5e-06	ENSG00000122035
CSF2RB	1439	-3.210888	8.57e-06	4.56e-06	ENSG00000100368
P3R3URF-PIK3R3	110117499	1.3444489	8.58e-06	4.56e-06	ENSG00000278139
PIK3R3	8503	1.3444489	8.58e-06	4.56e-06	ENSG00000117461
ZNF774	342132	-2.3773997	8.8e-06	4.68e-06	ENSG00000196391
FDXACB1	91893	1.1255485	8.82e-06	4.69e-06	ENSG00000255561
ADAMTS4	9507	1.251955	8.98e-06	4.78e-06	ENSG00000158859
KCNJ6	3763	2.3529039	9.02e-06	4.8e-06	ENSG00000157542
RND2	8153	1.2735887	9.09e-06	4.84e-06	ENSG00000108830
TNIP3	79931	1.4431689	9.1e-06	4.85e-06	ENSG00000050730
RBM24	221662	1.0021812	9.14e-06	4.87e-06	ENSG00000112183
NTN4	59277	-2.4831639	9.54e-06	5.09e-06	ENSG00000074527
DBF4B	80174	-1.381456	9.54e-06	5.09e-06	ENSG00000161692
PROCR	10544	-1.6126639	9.63e-06	5.15e-06	ENSG00000101000
TSPOAP1	9256	-1.5574667	9.77e-06	5.22e-06	ENSG00000005379
FBXO27	126433	1.3026204	1e-05	5.35e-06	ENSG00000161243
ATP1B1	481	-1.1670509	1e-05	5.37e-06	ENSG00000143153
ZNF444	55311	1.0004243	1.01e-05	5.41e-06	ENSG00000167685
CLU	1191	1.6408309	1.02e-05	5.48e-06	ENSG00000120885
ITPKB	3707	-1.4346635	1.04e-05	5.55e-06	ENSG00000143772
KCTD4	386618	2.3521968	1.04e-05	5.56e-06	ENSG00000180332
CDCA8	55143	-2.1847111	1.04e-05	5.56e-06	ENSG00000134690
HAPLN3	145864	-1.5821379	1.04e-05	5.6e-06	ENSG00000140511
PLXNA4	91584	1.6007529	1.05e-05	5.66e-06	ENSG00000221866
NES	10763	1.3384138	1.06e-05	5.67e-06	ENSG00000132688
UBE2C	11065	-2.0200589	1.07e-05	5.74e-06	ENSG00000175063
RCOR3	55758	1.004239	1.09e-05	5.84e-06	ENSG00000117625
GLRX	2745	-1.0019163	1.09e-05	5.87e-06	ENSG00000173221
AASDH	132949	1.0517697	1.1e-05	5.89e-06	ENSG00000157426
DLGAP5	9787	2.0612679	1.1e-05	5.92e-06	ENSG00000126787
GRIA1	2890	-2.4918646	1.12e-05	6.02e-06	ENSG00000155511
NPTX1	4884	1.9584514	1.18e-05	6.36e-06	ENSG00000171246
H2BC8	8339	1.0436189	1.19e-05	6.42e-06	ENSG00000273802
TSC22D3	1831	1.0111311	1.24e-05	6.67e-06	ENSG00000157514
CDC25B	994	-1.0922929	1.28e-05	6.88e-06	ENSG00000101224
H3C6	8353	-1.6902552	1.29e-05	6.95e-06	ENSG00000274750
PTTG1	9232	1.7251638	1.31e-05	7.07e-06	ENSG00000164611
HYI	81888	-1.0386207	1.33e-05	7.22e-06	ENSG00000178922
HOXB6	3216	1.4425856	1.35e-05	7.3e-06	ENSG00000108511
APCDD1L	164284	-1.5712451	1.37e-05	7.41e-06	ENSG00000198768
MAP7	9053	2.0908551	1.37e-05	7.42e-06	ENSG00000135525
THBD	7056	1.79919	1.4e-05	7.59e-06	ENSG00000178726
PRELP	5549	1.853628	1.47e-05	7.97e-06	ENSG00000188783
RIMOC1	285636	-1.0382921	1.49e-05	8.09e-06	ENSG00000205765
NEURL2	140825	1.0150978	1.49e-05	8.11e-06	ENSG00000124257
RGPD1	400966	-2.3013358	1.52e-05	8.27e-06	ENSG00000187627
TRMT9B	57604	-1.5820576	1.55e-05	8.44e-06	ENSG00000250305
RELL2	285613	-1.4230565	1.56e-05	8.46e-06	ENSG00000164620
TNFAIP8	25816	1.3601356	1.57e-05	8.52e-06	ENSG00000145779
NCR3LG1	374383	-1.3979855	1.59e-05	8.67e-06	ENSG00000188211
CCDC15	80071	1.0114202	1.61e-05	8.74e-06	ENSG00000149548
VN1R1	57191	-1.1611785	1.61e-05	8.78e-06	ENSG00000178201
GPR146	115330	-1.0886191	1.63e-05	8.87e-06	ENSG00000164849
MRM1	79922	-1.0594609	1.63e-05	8.88e-06	ENSG00000278619
DACT1	51339	-1.9018583	1.66e-05	9.03e-06	ENSG00000165617
TYMS	7298	1.169236	1.67e-05	9.1e-06	ENSG00000176890
RAMP2	10266	1.5768181	1.67e-05	9.12e-06	ENSG00000131477
PLPP4	196051	1.5861349	1.67e-05	9.14e-06	ENSG00000203805
LDB2	9079	-1.0881449	1.74e-05	9.48e-06	ENSG00000169744
ZNF608	57507	-2.2224957	1.74e-05	9.5e-06	ENSG00000168916
NCALD	83988	1.2993155	1.77e-05	9.65e-06	ENSG00000104490
HSPB6	126393	1.2208058	1.78e-05	9.73e-06	ENSG00000004776
JDP2	122953	1.0467149	1.79e-05	9.78e-06	ENSG00000140044
FZD4	8322	-1.5754596	1.82e-05	9.98e-06	ENSG00000174804
TRPV3	162514	-1.7072294	1.86e-05	1.02e-05	ENSG00000167723
LMNTD2	256329	1.3210337	1.86e-05	1.02e-05	ENSG00000185522
SPACA6	147650	-1.000568	1.89e-05	1.03e-05	ENSG00000182310
TRNP1	388610	1.0286773	1.9e-05	1.04e-05	ENSG00000253368
IFNE	338376	1.2769285	1.9e-05	1.04e-05	ENSG00000184995
ZNF112	7771	1.0013827	1.98e-05	1.09e-05	ENSG00000062370
IFIT1	3434	-1.4566828	1.98e-05	1.09e-05	ENSG00000185745
COL18A1	80781	1.842888	2.08e-05	1.14e-05	ENSG00000182871
GATD1	347862	-1.157649	2.13e-05	1.17e-05	ENSG00000177225
HOXC9	3225	1.0306964	2.14e-05	1.17e-05	ENSG00000180806
LAT	27040	1.2101196	2.14e-05	1.18e-05	ENSG00000213658
CNIH3	149111	1.4751656	2.15e-05	1.18e-05	ENSG00000143786
MAGI2	9863	-1.0479746	2.17e-05	1.19e-05	ENSG00000187391
KPNA2	3838	1.1213725	2.19e-05	1.2e-05	ENSG00000182481
ACTB	60	1.0099944	2.22e-05	1.22e-05	ENSG00000075624
CTSK	1513	1.1689577	2.25e-05	1.24e-05	ENSG00000143387
LRP4	4038	1.0304918	2.41e-05	1.33e-05	ENSG00000134569
TOMM40	10452	1.0122152	2.43e-05	1.34e-05	ENSG00000130204
SELENOP	6414	2.469374	2.43e-05	1.35e-05	ENSG00000250722
PMEPA1	56937	1.1451738	2.45e-05	1.36e-05	ENSG00000124225
FAM110A	83541	1.0491614	2.47e-05	1.37e-05	ENSG00000125898
ZNF564	163050	-1.1378525	2.58e-05	1.43e-05	ENSG00000249709
VWA1	64856	1.0582236	2.6e-05	1.44e-05	ENSG00000179403
RPL10L	140801	-1.5973019	2.62e-05	1.45e-05	ENSG00000165496
FAM83G	644815	1.0354014	2.62e-05	1.45e-05	ENSG00000188522
MAMDC4	158056	-1.3619604	2.65e-05	1.47e-05	ENSG00000177943
BCAS1	8537	2.5525384	2.68e-05	1.49e-05	ENSG00000064787
WDTC1	23038	-1.0503609	2.69e-05	1.49e-05	ENSG00000142784
ST3GAL3	6487	-1.3929386	2.73e-05	1.52e-05	ENSG00000126091
MAMSTR	284358	-1.7606502	2.75e-05	1.53e-05	ENSG00000176909
H3C2	8358	1.8768661	2.82e-05	1.56e-05	ENSG00000286522
TBX2	6909	1.3291367	2.84e-05	1.58e-05	ENSG00000121068
PIR	8544	1.2528733	2.87e-05	1.59e-05	ENSG00000087842
SCD5	79966	1.0266314	2.89e-05	1.61e-05	ENSG00000145284
NRP2	8828	-1.2473529	2.92e-05	1.62e-05	ENSG00000118257
TRMT10A	93587	-1.7446186	2.93e-05	1.63e-05	ENSG00000145331
SEMA3A	10371	1.705814	2.98e-05	1.66e-05	ENSG00000075213
MPDZ	8777	1.0303762	3e-05	1.67e-05	ENSG00000107186
COLGALT2	23127	1.3380226	3.02e-05	1.68e-05	ENSG00000198756
MFAP4	4239	1.013875	3.02e-05	1.68e-05	ENSG00000166482
PCDHB9	56127	-1.5069173	3.05e-05	1.7e-05	ENSG00000177839
SETBP1	26040	1.1738866	3.05e-05	1.7e-05	ENSG00000152217
RNF24	11237	-1.153544	3.09e-05	1.72e-05	ENSG00000101236
GGT1	2678	1.1227342	3.16e-05	1.76e-05	ENSG00000100031
ZNF626	199777	1.0983357	3.17e-05	1.77e-05	ENSG00000188171
SPAG5	10615	1.5456321	3.18e-05	1.77e-05	ENSG00000076382
TRIQK	286144	-1.0346972	3.27e-05	1.83e-05	ENSG00000205133
WDHD1	11169	1.0854442	3.41e-05	1.91e-05	ENSG00000198554
TIGD5	84948	1.1422823	3.42e-05	1.91e-05	ENSG00000179886
TENM4	26011	1.231898	3.46e-05	1.94e-05	ENSG00000149256
FADS2	9415	1.5277307	3.48e-05	1.95e-05	ENSG00000134824
RAB36	9609	1.2515626	3.5e-05	1.96e-05	ENSG00000100228
GALNT12	79695	-2.0182829	3.52e-05	1.97e-05	ENSG00000119514
USP17L7	392197	1.5137318	3.53e-05	1.98e-05	ENSG00000226430
FEN1	2237	-1.0483163	3.58e-05	2.01e-05	ENSG00000168496
UBE2T	29089	1.3733493	3.61e-05	2.02e-05	ENSG00000077152
ALDH3A1	218	2.9529472	3.65e-05	2.05e-05	ENSG00000108602
HES4	57801	-1.8831683	3.67e-05	2.06e-05	ENSG00000188290
C19orf12	83636	-1.2404469	3.74e-05	2.11e-05	ENSG00000131943
EPHA4	2043	-1.2800819	3.76e-05	2.11e-05	ENSG00000116106
FOXO1	2308	-1.1046414	3.79e-05	2.13e-05	ENSG00000150907
QPRT	23475	2.0414906	3.82e-05	2.15e-05	ENSG00000103485
KIF15	56992	1.3284154	3.82e-05	2.15e-05	ENSG00000163808
PRRT2	112476	1.5882525	3.82e-05	2.15e-05	ENSG00000167371
VCP	7415	1.0661791	3.86e-05	2.17e-05	ENSG00000165280
ASPM	259266	1.9949213	3.86e-05	2.18e-05	ENSG00000066279
CXCL14	9547	1.729822	3.89e-05	2.19e-05	ENSG00000145824
PHACTR3	116154	-1.8699265	3.93e-05	2.22e-05	ENSG00000087495
AFF3	3899	-1.2170386	3.94e-05	2.22e-05	ENSG00000144218
ENPP1	5167	1.4004115	4e-05	2.26e-05	ENSG00000197594
TMEM132B	114795	1.8400458	4.01e-05	2.27e-05	ENSG00000139364
ZBED1	9189	1.1675319	4.02e-05	2.27e-05	ENSG00000214717
FRAT2	23401	-1.2016523	4.04e-05	2.28e-05	ENSG00000181274
CDCA5	113130	-1.7166794	4.05e-05	2.29e-05	ENSG00000146670
LGALS3BP	3959	1.3040682	4.1e-05	2.32e-05	ENSG00000108679
IVNS1ABP	10625	1.0082645	4.22e-05	2.39e-05	ENSG00000116679
PTX3	5806	-1.3149894	4.63e-05	2.63e-05	ENSG00000163661
NFKBIZ	64332	-1.0322193	4.72e-05	2.68e-05	ENSG00000144802
IFI6	2537	1.5940025	4.72e-05	2.68e-05	ENSG00000126709
ANKRD29	147463	1.4430197	4.92e-05	2.8e-05	ENSG00000154065
STX11	8676	1.2209733	4.92e-05	2.8e-05	ENSG00000135604
RAB40B	10966	1.2602118	4.93e-05	2.81e-05	ENSG00000141542
ACAN	176	-2.9568202	5.04e-05	2.87e-05	ENSG00000157766
SEMA3B	7869	1.1449063	5.12e-05	2.92e-05	ENSG00000012171
ARHGEF26	26084	1.4660241	5.24e-05	2.99e-05	ENSG00000114790
ITGB3	3690	1.1985367	5.24e-05	2.99e-05	ENSG00000259207
LSAMP	4045	-1.5176123	5.37e-05	3.06e-05	ENSG00000185565
EPHB2	2048	1.2670067	5.38e-05	3.07e-05	ENSG00000133216
SLC5A3	6526	1.0531389	5.39e-05	3.08e-05	ENSG00000198743
CYP7B1	9420	2.5376925	5.42e-05	3.09e-05	ENSG00000172817
NDRG2	57447	1.7028952	5.42e-05	3.1e-05	ENSG00000165795
KCNK1	3775	1.3303428	5.68e-05	3.25e-05	ENSG00000135750
CKB	1152	1.0333842	5.68e-05	3.25e-05	ENSG00000166165
TNFRSF21	27242	1.1982884	5.77e-05	3.3e-05	ENSG00000146072
ANKRD13D	338692	1.0438686	5.8e-05	3.32e-05	ENSG00000172932
ARHGAP28	79822	-1.9762386	5.83e-05	3.34e-05	ENSG00000088756
MSH4	4438	1.2822866	6e-05	3.44e-05	ENSG00000057468
CAMK2N1	55450	1.0295693	6.14e-05	3.52e-05	ENSG00000162545
CABCOCO1	219621	1.43963	6.18e-05	3.55e-05	ENSG00000183346
IFI27L2	83982	1.654242	6.31e-05	3.63e-05	ENSG00000119632
C1QTNF1	114897	1.2958231	6.46e-05	3.72e-05	ENSG00000173918
BCL2	596	1.2420345	6.6e-05	3.8e-05	ENSG00000171791
CYYR1	116159	2.8311863	6.61e-05	3.81e-05	ENSG00000166265
LRRIQ3	127255	1.3969706	6.69e-05	3.85e-05	ENSG00000162620
MMP16	4325	1.3170916	6.88e-05	3.97e-05	ENSG00000156103
GXYLT2	727936	1.1170772	6.9e-05	3.98e-05	ENSG00000172986
XRRA1	143570	1.2517282	6.9e-05	3.98e-05	ENSG00000166435
TYMP	1890	1.2175399	6.92e-05	4e-05	ENSG00000025708
DAB1	1600	1.6088305	7e-05	4.05e-05	ENSG00000173406
INSIG1	3638	-1.013832	7.05e-05	4.08e-05	ENSG00000186480
UACA	55075	-1.238931	7.12e-05	4.12e-05	ENSG00000137831
ARL4C	10123	-1.0913996	7.37e-05	4.27e-05	ENSG00000188042
BCL2L11	10018	1.0988712	7.44e-05	4.31e-05	ENSG00000153094
ACP5	54	1.8529549	7.68e-05	4.46e-05	ENSG00000102575
PDE4C	5143	-2.0387032	7.83e-05	4.54e-05	ENSG00000105650
ADORA1	134	1.5503629	7.89e-05	4.58e-05	ENSG00000163485
CASP7	840	-1.1237077	7.92e-05	4.6e-05	ENSG00000165806
PFKFB4	5210	1.2215851	7.95e-05	4.62e-05	ENSG00000114268
NRG1	3084	-1.3088828	8.28e-05	4.82e-05	ENSG00000157168
PLAAT3	11145	-1.1423837	8.48e-05	4.93e-05	ENSG00000176485
CELSR3	1951	1.0941384	8.59e-05	5e-05	ENSG00000008300
MACIR	90355	-1.2007294	8.62e-05	5.02e-05	ENSG00000181751
RGPD2	729857	-2.0654101	8.67e-05	5.05e-05	ENSG00000185304
GNG2	54331	1.3751023	8.7e-05	5.07e-05	ENSG00000186469
ADRA2A	150	-1.6402487	8.75e-05	5.1e-05	ENSG00000150594
OR1J2	26740	-1.2738543	8.83e-05	5.15e-05	ENSG00000197233
ABHD18	80167	-1.1321775	8.86e-05	5.17e-05	ENSG00000164074
UBAP1L	390595	1.1021934	8.93e-05	5.21e-05	ENSG00000246922
SRP19	6728	-1.1989757	8.99e-05	5.25e-05	ENSG00000153037
SHTN1	57698	-1.8555346	9e-05	5.25e-05	ENSG00000187164
DDX3X	1654	1.1405262	9.02e-05	5.27e-05	ENSG00000215301
COL14A1	7373	-2.3135961	9.3e-05	5.43e-05	ENSG00000187955
ALDH1A3	220	1.5086979	9.32e-05	5.45e-05	ENSG00000184254
FUOM	282969	-1.3228865	9.41e-05	5.5e-05	ENSG00000148803
SCRG1	11341	-2.6552936	9.46e-05	5.53e-05	ENSG00000164106
RAD54L	8438	1.5834932	9.8e-05	5.73e-05	ENSG00000085999
NOX5	79400	1.8698121	9.92e-05	5.81e-05	ENSG00000255346
RUNX2	860	1.0146695	1e-04	5.85e-05	ENSG00000124813
NCEH1	57552	1.023188	0.000103	6.04e-05	ENSG00000144959
CYP2D7	1564	1.2913044	0.000106	6.2e-05	NA
SOBP	55084	-1.8071625	0.000106	6.21e-05	ENSG00000112320
KLHL17	339451	-1.1054571	0.000106	6.23e-05	ENSG00000187961
ABCA9	10350	-1.7766947	0.000107	6.29e-05	ENSG00000154258
TBXA2R	6915	-1.0015774	0.000108	6.32e-05	ENSG00000006638
CLCN5	1184	1.0671839	0.000109	6.41e-05	ENSG00000171365
HNMT	3176	1.285976	0.00011	6.45e-05	ENSG00000150540
FAXDC2	10826	1.0032981	0.000111	6.54e-05	ENSG00000170271
IRX3	79191	1.0481845	0.000112	6.57e-05	ENSG00000177508
PNPLA3	80339	-1.4966129	0.000112	6.6e-05	ENSG00000100344
H2BC7	8343	-2.1093219	0.000116	6.84e-05	ENSG00000277224
PIM2	11040	1.0289586	0.000117	6.87e-05	ENSG00000102096
CAND2	23066	1.3999232	0.000117	6.89e-05	ENSG00000144712
STC2	8614	-1.1130171	0.000117	6.91e-05	ENSG00000113739
ODF3B	440836	1.1137159	0.000118	6.98e-05	ENSG00000177989
KRT80	144501	1.2228138	0.000121	7.12e-05	ENSG00000167767
MAP2K6	5608	-1.8062117	0.000125	7.4e-05	ENSG00000108984
ECT2	1894	-1.423412	0.000126	7.45e-05	ENSG00000114346
SCML1	6322	1.1173471	0.000127	7.54e-05	ENSG00000047634
CSDC2	27254	1.3111223	0.000134	7.94e-05	ENSG00000172346
AHR	196	1.0547133	0.000135	8e-05	ENSG00000106546
TMEM59L	25789	1.3428108	0.000136	8.04e-05	ENSG00000105696
EEPD1	80820	1.1393803	0.000138	8.18e-05	ENSG00000122547
HOXA13	3209	-1.7500424	0.000138	8.21e-05	ENSG00000106031
ABCA6	23460	1.2956061	0.000139	8.26e-05	ENSG00000154262
ASPN	54829	1.938535	0.000141	8.36e-05	ENSG00000106819
ZNF695	57116	1.1692781	0.000142	8.4e-05	ENSG00000197472
TMCO4	255104	1.1570753	0.000142	8.45e-05	ENSG00000162542
